Ship,Duration,Level,Target Artifact,Ancient puzzle cube,Puzzle cube,Puzzle cube (Epic),Mystical puzzle cube,Mystical puzzle cube (Rare),Unsolvable puzzle cube,Unsolvable puzzle cube (Rare),Unsolvable puzzle cube (Epic),Unsolvable puzzle cube (Legendary),Basic lunar totem,Lunar totem,Lunar totem (Rare),Powerful lunar totem,Powerful lunar totem (Rare),Eggceptional lunar totem,Eggceptional lunar totem (Rare),Eggceptional lunar totem (Epic),Eggceptional lunar totem (Legendary),Simple Demeters necklace,Jeweled Demeters necklace,Jeweled Demeters necklace (Rare),Pristine Demeters necklace,Pristine Demeters necklace (Rare),Pristine Demeters necklace (Epic),Beggspoke Demeters necklace,Beggspoke Demeters necklace (Rare),Beggspoke Demeters necklace (Epic),Beggspoke Demeters necklace (Legendary),Tiny vial of Martian dust,Vial of Martian dust,Vial of Martian dust (Rare),Hermetic vial of Martian dust,Hermetic vial of Martian dust (Epic),Prime vial of Martian dust,Prime vial of Martian dust (Rare),Prime vial of Martian dust (Legendary),Plain Aurelian brooch,Aurelian brooch,Jeweled Aurelian brooch,Jeweled Aurelian brooch (Rare),Jeweled Aurelian brooch (Epic),Eggceptional Aurelian brooch,Eggceptional Aurelian brooch (Rare),Eggceptional Aurelian brooch (Epic),Eggceptional Aurelian brooch (Legendary),Crude tungsten ankh,Tungsten ankh,Tungsten ankh (Rare),Polished tungsten ankh,Polished tungsten ankh (Rare),Polished tungsten ankh (Legendary),Brilliant tungsten ankh,Brilliant tungsten ankh (Rare),Brilliant tungsten ankh (Legendary),Plain gusset,Ornate gusset,Ornate gusset (Epic),Distegguished gusset,Distegguished gusset (Rare),Jeweled gusset,Jeweled gusset (Epic),Jeweled gusset (Legendary),Weak neodymium medallion,Neodymium medallion,Neodymium medallion (Rare),Precise neodymium medallion,Precise neodymium medallion (Epic),Eggceptional neodymium medallion,Eggceptional neodymium medallion (Rare),Eggceptional neodymium medallion (Epic),Eggceptional neodymium medallion (Legendary),Misaligned Mercury's lens,Mercury's lens,Mercury's lens (Rare),Precise Mercury's lens,Precise Mercury's lens (Rare),Meggnificent Mercury's lens,Meggnificent Mercury's lens (Rare),Meggnificent Mercury's lens (Epic),Meggnificent Mercury's lens (Legendary),Dull beak of Midas,Beak of Midas,Jeweled beak of Midas,Jeweled beak of Midas (Rare),Glistening beak of Midas,Glistening beak of Midas (Rare),Glistening beak of Midas (Legendary),Simple carved rainstick,Carved rainstick,Ornate carved rainstick,Meggnificent carved rainstick,Meggnificent carved rainstick (Epic),Meggnificent carved rainstick (Legendary),Miscalibrated interstellar compass,Interstellar compass,Precise interstellar compass,Precise interstellar compass (Rare),Clairvoyant interstellar compass,Clairvoyant interstellar compass (Rare),Clairvoyant interstellar compass (Epic),Clairvoyant interstellar compass (Legendary),Plain chalice,Polished chalice,Polished chalice (Epic),Jeweled chalice,Jeweled chalice (Rare),Jeweled chalice (Epic),Eggceptional chalice,Eggceptional chalice (Epic),Eggceptional chalice (Legendary),Tattered phoenix feather,Phoenix feather,Brilliant phoenix feather,Brilliant phoenix feather (Rare),Blazing phoenix feather,Blazing phoenix feather (Rare),Blazing phoenix feather (Legendary),Misaligned quantum metronome,Adequate quantum metronome,Adequate quantum metronome (Rare),Perfect quantum metronome,Perfect quantum metronome (Rare),Perfect quantum metronome (Epic),Reggference quantum metronome,Reggference quantum metronome (Rare),Reggference quantum metronome (Epic),Reggference quantum metronome (Legendary),Dilithium monocle,Precise dilithium monocle,Eggsacting dilithium monocle,Flawless dilithium monocle,Flawless dilithium monocle (Epic),Flawless dilithium monocle (Legendary),Inconsistent titanium actuator,Titanium actuator,Precise titanium actuator,Precise titanium actuator (Rare),Reggference titanium actuator,Reggference titanium actuator (Epic),Reggference titanium actuator (Legendary),Ship in a bottle,Detailed ship in a bottle,Complex ship in a bottle,Complex ship in a bottle (Rare),Eggquisite ship in a bottle,Eggquisite ship in a bottle (Rare),Eggquisite ship in a bottle (Epic),Eggquisite ship in a bottle (Legendary),Weak tachyon deflector,Tachyon deflector,Robust tachyon deflector,Robust tachyon deflector (Rare),Book of Basan,Collectors book of Basan,Fortified book of Basan,Fortified book of Basan (Epic),Dim light of Eggendil,Shimmering light of Eggendil,Shimmering light of Eggendil (Rare),Glowing light of Eggendil,Glowing light of Eggendil (Rare),Brilliant light of Eggendil,Brilliant light of Eggendil (Epic),Brilliant light of Eggendil (Legendary),Lunar stone,Eggsquisite lunar stone,Meggnificent lunar stone,Shell stone,Eggsquisite shell stone,Flawless shell stone,Tachyon stone,Eggsquisite tachyon stone,Brilliant tachyon stone,Terra stone,Rich terra stone,Eggceptional terra stone,Soul stone,Eggsquisite soul stone,Radiant soul stone,Dilithium stone,Eggsquisite dilithium stone,Quantum stone,Phased quantum stone,Meggnificent quantum stone,Life stone,Good life stone,Eggceptional life stone,Clarity stone,Eggsquisite clarity stone,Prophecy stone,Eggsquisite prophecy stone,Tiny gold meteorite,Enriched gold meteorite,Solid gold meteorite,Tau Ceti geode piece,Glimmering Tau Ceti geode,Radiant Tau Ceti geode,Solar titanium ore,Solar titanium bar,Solar titanium geogon,Clarity Stone Fragment,Dilithium Stone Fragment,Life Stone Fragment,Lunar Stone Fragment,Prophecy Stone Fragment,Quantum Stone Fragment,Shell Stone Fragment,Soul Stone Fragment,Tachyon Stone Fragment,Terra Stone Fragment
Henerprise,Long,3,Tungsten ankh,0,0,0,16,2,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,14,0,0,8,1,0,0,0,11,0,16,1,0,0,0,0,0,23,7,0,2,0,0,0,32,60,1,65,16,0,0,0,0,0,4,1,12,2,0,0,0,0,11,3,19,0,6,0,0,0,0,18,2,11,1,0,0,0,0,0,14,13,1,2,0,0,10,15,8,0,0,0,7,15,8,0,0,0,0,0,12,12,0,9,2,0,0,0,0,20,14,5,0,0,0,0,21,24,1,5,0,0,0,0,0,0,18,16,1,0,0,0,31,17,1,0,0,0,0,32,10,0,0,0,0,0,0,33,5,0,0,11,2,0,0,11,1,0,0,0,0,0,0,0,7,0,0,9,0,0,4,0,4,7,0,4,0,0,1,1,3,3,0,3,1,0,5,0,0,0,0,89,0,0,19,0,0,68,0,19,4,4,0,21,0,0,0,0,3
Henerprise,Long,3,UNKNOWN,0,0,0,2182,289,87,2,1,0,0,0,0,1885,157,252,7,3,0,0,0,0,1486,102,28,1048,43,17,5,0,754,105,1785,41,0,0,0,0,0,2097,288,35,445,14,1,0,0,915,51,1863,245,6,21,0,0,0,1213,21,1633,232,0,0,0,0,924,87,2301,24,455,23,1,1,0,1394,212,1565,213,0,0,0,0,0,1278,2003,278,131,8,1,796,1707,1123,0,0,0,1001,1709,1142,165,0,0,0,0,1173,1608,42,1497,254,19,0,0,0,1725,2190,689,106,0,0,0,2199,2283,217,296,48,10,0,0,0,0,2389,1968,159,0,0,0,2449,1731,111,14,0,0,0,3357,1194,8,2,0,0,0,0,3133,412,0,0,1739,176,0,0,1609,331,30,0,0,0,0,0,0,473,0,0,516,0,0,492,0,244,490,0,223,121,0,512,63,266,525,0,386,140,0,277,0,170,0,0,8742,39,0,4006,0,0,5039,0,2291,513,609,0,2491,0,0,0,0,545
Henerprise,Long,3,Vial of Martian dust,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,1,4,1,0,0,0,0,0,2,1,0,2,0,0,0,0,0,3,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,5,0,3,0,0,0,1,0,0,0,0,1
Henerprise,Long,4,Aurelian brooch,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,6,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,2,3,1,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,3,3,1,0,0,0,1,1,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,0,0,2,0,0,8,0,3,0,1,0,1,0,0,0,0,0
Henerprise,Long,4,Beak of Midas,0,0,0,10,3,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,9,1,0,4,1,0,0,0,2,0,7,0,0,0,0,0,0,9,2,0,4,0,0,0,0,3,0,13,5,0,0,0,0,0,5,0,6,1,0,0,0,0,4,1,10,0,5,0,0,0,0,3,0,4,0,0,0,0,0,10,25,35,3,2,0,0,4,3,1,0,0,0,5,6,5,0,0,0,0,0,6,3,0,9,0,1,0,0,0,9,11,1,1,0,0,0,9,9,2,2,0,0,0,0,0,0,8,11,0,0,0,0,12,3,1,0,0,0,0,15,5,0,0,0,0,0,0,19,3,0,0,8,0,0,0,5,2,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,42,0,0,27,0,0,18,0,12,1,5,0,11,0,0,0,0,2
Henerprise,Long,4,Book of Basan,0,0,0,152,17,4,0,0,0,0,0,0,127,12,8,0,0,0,0,0,0,100,10,3,61,2,0,0,0,59,13,123,4,0,0,0,0,0,145,30,1,35,1,0,0,0,77,2,136,25,0,3,0,0,0,79,0,96,10,0,0,0,0,72,4,159,2,29,1,0,0,0,89,8,89,12,0,0,0,0,0,95,136,24,10,1,0,58,138,68,0,0,0,71,146,79,15,0,0,0,0,99,108,0,100,12,1,0,0,0,112,132,35,5,0,0,0,138,125,8,21,0,1,0,0,0,0,163,130,5,0,0,0,167,114,4,1,0,0,0,248,74,3,0,0,0,0,0,247,35,0,0,367,39,0,0,105,17,2,0,0,0,0,0,0,39,0,0,42,0,0,44,0,15,43,0,18,5,0,34,7,17,36,0,31,7,0,21,0,12,0,0,569,1,0,249,0,0,383,0,155,32,51,0,178,0,0,0,0,36
Henerprise,Long,4,CLARITY_STONE_FRAGMENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henerprise,Long,4,Carved rainstick,0,0,0,8,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,5,0,0,0,0,0,0,2,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2,0,3,0,1,0,0,0,0,3,0,8,1,0,0,0,0,0,2,5,0,0,0,0,4,17,10,0,0,0,1,4,4,0,0,0,0,0,5,0,0,2,0,0,0,0,0,4,2,2,1,0,0,0,5,2,0,2,0,0,0,0,0,0,5,3,1,0,0,0,4,5,0,0,0,0,0,7,2,0,0,0,0,0,0,6,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,14,0,0,8,0,0,13,0,6,1,1,0,3,0,0,0,0,0
Henerprise,Long,4,Clarity stone,0,0,0,71,9,2,0,0,0,0,0,0,70,5,7,0,0,0,0,0,0,49,5,1,31,1,0,0,0,32,3,69,1,0,0,0,0,0,80,6,1,25,1,0,0,0,30,2,65,9,0,0,0,0,0,42,2,53,3,0,0,0,0,25,7,69,3,10,2,0,0,0,42,7,55,6,0,0,0,0,0,47,79,10,5,0,0,23,53,27,0,0,0,34,56,36,1,0,0,0,0,37,59,0,42,3,1,0,0,0,86,88,15,4,0,0,0,83,76,8,15,1,0,0,0,0,0,80,69,4,0,0,0,81,57,5,0,0,0,0,144,35,0,0,0,0,0,0,94,12,0,0,53,6,0,0,52,12,0,0,0,0,0,0,0,16,0,0,25,0,0,14,0,8,18,0,9,3,0,17,1,9,24,0,16,5,0,38,0,6,0,0,342,0,0,129,0,0,167,0,88,12,26,0,99,0,0,0,0,18
Henerprise,Long,4,DILITHIUM_STONE_FRAGMENT,0,0,0,4,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,2,0,2,1,0,0,0,0,0,4,0,0,2,0,0,0,0,1,0,6,1,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,8,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,4,5,2,0,0,0,2,2,4,0,0,0,4,1,1,0,0,0,0,0,1,2,0,3,1,0,0,0,0,6,3,0,1,0,0,0,2,3,1,0,0,0,0,0,0,0,7,5,1,0,0,0,4,4,1,0,0,0,0,4,3,0,0,0,0,0,0,8,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,18,0,0,10,0,0,17,0,7,4,0,0,4,0,0,0,0,3
Henerprise,Long,4,Demeters necklace,0,0,0,5,2,0,0,0,0,0,0,0,4,0,0,0,0,0,7,6,1,20,1,0,8,0,0,0,0,4,0,1,0,0,0,0,0,0,8,1,0,0,0,0,0,0,3,0,6,2,0,0,0,0,0,2,0,2,1,0,0,0,0,5,1,7,0,0,0,0,0,0,1,3,6,0,0,0,0,0,0,5,4,0,0,0,0,2,5,5,0,0,0,1,2,2,0,0,0,0,0,6,3,0,9,0,0,0,0,0,4,6,2,0,0,0,0,10,6,0,0,0,0,0,0,0,0,6,6,0,0,0,0,2,5,1,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,1,0,2,0,0,14,0,0,6,0,0,21,0,8,1,4,0,10,0,0,0,0,1
Henerprise,Long,4,Dilithium monocle,0,0,0,8,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,7,0,0,4,0,0,0,0,1,0,3,0,0,0,0,0,0,4,0,0,1,0,0,0,0,3,0,6,0,1,0,0,0,0,4,1,10,0,0,0,0,0,3,0,8,1,1,0,0,0,0,4,0,3,0,0,0,0,0,0,2,4,0,0,0,0,2,4,1,0,0,0,2,6,2,0,0,0,0,0,4,6,0,1,0,0,0,0,0,4,5,4,0,0,0,0,9,7,0,0,0,0,0,0,0,0,8,14,0,0,0,0,1,4,0,0,0,0,0,6,5,0,0,0,0,0,0,7,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,25,0,0,6,0,0,14,0,6,0,0,0,4,0,0,0,0,0
Henerprise,Long,4,Dilithium stone,0,0,0,38,7,0,0,0,0,0,0,0,35,4,1,0,0,0,0,0,0,25,1,1,16,0,0,0,0,20,2,26,0,0,0,0,0,0,37,7,0,7,0,0,0,0,12,3,37,4,0,1,0,0,0,24,0,33,3,0,0,0,0,17,4,25,0,13,0,0,0,0,22,2,27,4,0,0,0,0,0,19,31,1,4,0,0,21,36,20,0,0,0,18,26,21,2,0,0,0,0,20,35,1,26,5,0,0,0,0,31,39,11,1,0,0,0,42,47,5,5,0,0,0,0,0,0,36,45,1,0,0,0,55,30,0,0,0,0,0,67,18,0,0,0,0,0,0,68,8,0,0,34,3,0,0,26,3,1,0,0,0,0,0,0,12,0,0,13,0,0,9,0,2,7,0,3,0,0,10,4,2,8,0,7,1,0,2,0,1,0,0,188,1,0,61,0,0,89,0,45,10,13,0,38,0,0,0,0,4
Henerprise,Long,4,Gold meteorite,0,0,0,198,36,4,0,0,0,0,0,0,177,13,33,2,1,0,0,0,0,137,11,4,68,1,1,0,0,69,8,151,6,0,0,0,0,0,180,24,2,27,1,4,0,0,79,6,164,20,1,4,0,0,0,97,0,151,19,0,0,0,0,76,13,212,2,28,0,0,0,0,144,19,118,20,0,0,0,0,0,128,164,23,10,0,0,73,173,86,0,0,0,103,168,91,7,0,0,0,0,99,146,3,120,21,0,0,0,0,168,210,59,5,0,0,0,216,197,13,14,3,0,0,0,0,0,238,182,7,0,0,0,232,136,8,1,0,0,0,351,106,0,0,0,0,0,0,292,34,0,0,137,6,0,0,145,19,1,0,0,0,0,0,0,37,0,0,46,0,0,67,0,25,38,0,18,11,0,41,1,22,42,0,39,7,0,19,0,14,0,746,2865,6,0,336,0,0,443,0,243,44,75,0,239,0,0,0,0,46
Henerprise,Long,4,Gusset,0,0,0,83,12,1,0,0,0,0,0,0,55,2,25,0,0,0,0,0,0,45,4,2,12,0,1,0,0,16,2,57,2,0,0,0,0,0,73,11,1,12,1,0,0,0,30,3,48,6,0,1,0,0,71,206,2,154,12,0,0,0,0,25,1,54,0,5,0,0,0,0,50,5,48,2,0,0,0,0,0,41,56,7,2,0,0,32,77,25,0,0,0,32,54,30,2,0,0,0,0,18,44,0,35,4,1,0,0,0,63,63,22,2,0,0,0,70,72,7,4,1,0,0,0,0,0,81,59,6,0,0,0,72,44,4,0,0,0,0,108,37,0,0,0,0,0,0,90,6,0,0,40,5,0,0,41,6,0,0,0,0,0,0,0,15,0,0,18,0,0,22,0,10,14,0,10,1,0,16,2,12,15,0,14,5,0,7,0,5,0,0,285,0,0,102,0,0,137,0,79,13,19,0,83,0,0,0,0,20
Henerprise,Long,4,Interstellar compass,0,0,0,8,1,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,7,2,0,1,0,0,0,0,1,0,9,0,0,0,0,0,0,5,2,0,4,0,0,0,0,3,0,3,1,0,0,0,0,0,2,0,7,0,0,0,0,0,2,2,6,0,1,0,0,0,0,10,0,8,0,0,0,0,0,0,7,10,2,0,0,0,1,6,2,0,0,0,10,22,22,2,0,0,0,0,3,4,0,5,0,0,0,0,0,4,13,2,0,0,0,0,13,10,0,0,2,0,0,0,0,0,7,6,0,0,0,0,14,6,1,0,0,0,0,17,6,0,0,0,0,0,0,13,3,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,5,0,0,1,0,2,0,2,1,0,2,1,0,0,0,2,0,0,35,1,0,19,0,0,21,0,9,1,2,0,5,0,0,0,0,0
Henerprise,Long,4,Life stone,0,0,0,19,2,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,10,0,1,7,0,0,0,0,1,1,14,0,0,0,0,0,0,11,4,0,8,0,0,0,0,4,0,15,0,0,0,0,0,0,6,0,17,1,0,0,0,0,4,0,8,0,1,0,0,0,0,17,1,9,2,0,0,0,0,0,8,11,2,1,0,0,8,15,6,0,0,0,6,9,12,1,0,0,0,0,9,10,0,12,4,0,0,0,0,14,15,4,0,0,0,0,15,11,0,3,2,0,0,0,0,0,20,13,1,0,0,0,12,9,1,0,0,0,0,22,8,0,0,0,0,0,0,23,4,0,0,14,1,0,0,6,1,0,0,0,0,0,0,0,2,0,0,4,0,0,2,0,2,1,0,2,1,0,3,0,1,0,0,3,2,0,1,0,1,0,0,52,0,0,20,0,0,37,0,13,2,3,0,18,0,0,0,0,5
Henerprise,Long,4,Light of Eggendil,0,0,0,42,3,3,0,0,0,0,0,0,35,2,2,0,0,0,0,0,0,25,2,0,13,0,1,0,0,12,0,23,0,0,0,0,0,0,40,4,0,8,1,1,0,0,22,1,31,6,0,0,0,0,0,25,0,15,2,0,0,0,0,13,1,43,0,3,0,0,0,0,27,2,19,3,0,0,0,0,0,21,38,2,4,0,0,18,32,14,0,0,0,14,26,30,3,0,0,0,0,24,26,0,24,3,1,0,0,0,30,36,12,0,0,0,0,41,26,4,1,0,0,0,0,0,0,41,26,3,0,0,0,38,32,0,0,0,0,0,43,20,0,0,0,0,0,0,61,5,0,0,32,5,0,0,75,16,2,0,0,0,0,0,0,4,0,0,7,0,0,5,0,5,3,0,4,2,0,6,1,5,6,0,6,4,0,2,0,1,0,0,147,1,0,65,0,0,97,0,43,6,6,0,42,0,0,0,0,13
Henerprise,Long,4,Lunar stone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henerprise,Long,4,Lunar totem,0,0,0,10,2,1,0,0,0,23,26,3,45,5,2,0,0,0,0,0,0,10,2,0,8,0,0,0,0,6,1,6,1,0,0,0,0,0,18,0,0,6,0,0,0,0,3,0,14,4,0,0,0,0,0,7,1,11,1,0,0,0,0,5,1,18,0,3,0,0,0,0,9,3,13,2,0,0,0,0,0,10,14,2,1,0,0,1,9,4,0,0,0,5,9,9,0,0,0,0,0,10,11,0,11,1,1,0,0,0,15,17,5,0,0,0,0,18,8,1,5,1,0,0,0,0,0,22,22,1,0,0,0,19,15,3,0,0,0,0,28,14,0,0,0,0,0,0,24,3,0,0,11,2,0,0,10,3,0,0,0,0,0,0,0,3,0,0,6,0,0,6,0,2,2,0,1,0,0,3,0,0,4,0,8,0,0,1,0,0,0,0,55,0,0,26,0,0,39,0,12,2,5,0,14,0,0,0,0,4
Henerprise,Long,4,Mercury's lens,0,0,0,7,1,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,7,0,0,0,0,0,0,7,2,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,4,0,2,0,0,0,6,20,2,12,4,0,0,0,0,0,1,7,1,0,0,0,2,6,4,0,0,0,0,2,4,0,0,0,0,0,3,3,0,5,1,0,0,0,0,10,6,2,0,0,0,0,5,4,0,1,0,0,0,0,0,0,8,4,2,0,0,0,3,4,0,0,0,0,0,7,4,0,0,0,0,0,0,9,0,0,0,5,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,5,0,1,0,0,1,0,0,0,0,25,1,0,10,0,0,17,0,5,0,3,0,5,0,0,0,0,1
Henerprise,Long,4,Neodymium medallion,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,2,0,0,0,0,4,6,1,9,0,2,1,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,3,0,2,1,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,7,0,3,1,2,0,5,0,0,0,0,1
Henerprise,Long,4,PROPHECY_STONE_FRAGMENT,0,0,0,19,0,0,0,0,0,0,0,0,11,2,1,0,0,0,0,0,0,3,1,1,3,1,0,0,0,4,0,14,0,0,0,0,0,0,12,3,0,0,0,0,0,0,4,0,9,4,0,0,0,0,0,3,0,4,0,0,0,0,0,13,1,10,0,3,0,0,0,0,6,1,12,0,0,0,0,0,0,8,18,1,2,0,0,6,9,4,0,0,0,6,9,9,2,0,0,0,0,4,10,0,9,0,0,0,0,0,13,9,1,0,0,0,0,14,8,0,2,0,0,0,0,0,0,9,16,1,0,0,0,12,2,0,0,0,0,0,25,9,0,0,0,0,0,0,19,3,0,0,5,1,0,0,6,3,0,0,0,0,0,0,0,6,0,0,1,0,0,1,0,3,4,0,1,2,0,2,0,4,2,0,3,0,0,0,0,0,0,0,40,0,0,25,0,0,28,0,8,3,2,0,15,0,0,0,0,5
Henerprise,Long,4,Phoenix feather,0,0,0,19,3,1,0,0,0,0,0,0,16,1,2,0,0,0,0,0,0,12,3,0,11,0,0,0,0,8,1,16,0,0,0,0,0,0,20,1,0,2,1,0,0,0,9,0,25,1,0,0,0,0,0,12,0,13,2,0,0,0,0,12,1,25,2,8,0,0,0,0,16,4,10,2,0,0,0,0,0,19,12,4,2,0,0,14,17,11,0,0,0,10,20,13,1,0,0,0,0,16,11,0,17,3,0,0,0,0,41,93,21,2,0,0,0,22,12,2,1,0,0,0,0,0,0,27,14,2,0,0,0,33,11,0,0,0,0,0,41,15,0,0,0,0,0,0,37,4,0,0,15,1,0,0,12,7,0,0,0,0,0,0,0,8,0,0,8,0,0,3,0,1,9,0,5,0,0,4,3,6,8,0,6,5,0,2,0,1,0,0,99,0,0,40,0,0,58,0,23,7,5,0,24,0,0,0,0,7
Henerprise,Long,4,Prophecy stone,0,0,0,79,5,4,0,0,0,0,0,0,85,3,7,0,0,0,0,0,0,69,1,2,46,0,1,1,0,25,7,55,1,0,0,0,0,0,68,9,0,21,0,0,0,0,39,4,75,13,1,0,0,0,0,42,0,71,7,0,0,0,0,38,3,116,0,19,1,0,0,0,46,8,67,6,0,0,0,0,0,58,78,13,4,0,0,33,72,48,0,0,0,28,53,54,2,0,0,0,0,49,66,1,64,6,1,0,0,0,85,100,22,1,0,0,0,85,90,10,9,0,2,0,0,0,0,109,77,5,0,0,0,77,79,2,1,0,0,0,154,38,1,0,0,0,0,0,137,11,0,0,62,5,0,0,49,9,2,0,0,0,0,0,0,22,0,0,22,0,0,19,0,6,16,0,10,1,0,16,2,12,19,0,11,4,0,15,0,22,0,0,333,1,0,149,0,0,201,0,86,25,23,0,111,0,0,0,0,28
